"RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise"
"06/29/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.81543532,-73.917255972,"(40.81543532, -73.917255972)",75,"530-536 Bergen Ave, Bronx, NY 10455, USA","530-536","Bergen Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"04/05/2015","GRAND LARCENY","FELONY","BROOKLYN",81,40.694127404,-73.937269115,"(40.694127404, -73.937269115)",76,"87-95 Lewis Ave, Brooklyn, NY 11206, USA","87-95","Lewis Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11206",NA,NA,NA
"05/29/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",47,40.88584607,-73.845842979,"(40.88584607, -73.845842979)",77,"1112-1122 229th St Dr S, Bronx, NY 10466, USA","1112-1122","229th Street Drive South","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA,NA
"08/13/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",115,40.755112875,-73.866131004,"(40.755112875, -73.866131004)",78,"34-18 102nd St, Flushing, NY 11368, USA","34-18","102nd Street","Flushing","Queens","Queens County","New York","United States","11368",NA,NA,NA
"05/18/2015","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN",73,40.667315264,-73.917937162,"(40.667315264, -73.917937162)",79,"57-59 Legion St, Brooklyn, NY 11212, USA","57-59","Legion Street","Brownsville","Brooklyn","Kings County","New York","United States","11212",NA,NA,NA
"02/17/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS",101,40.596125218,-73.776612143,"(40.596125218, -73.776612143)",80,"413-421 Beach 45th St, Far Rockaway, NY 11691, USA","413-421","Beach 45th Street","Far Rockaway","Queens","Queens County","New York","United States","11691","1227",NA,NA
"04/21/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",61,40.597120566,-73.941249217,"(40.597120566, -73.941249217)",81,"3575 Nostrand Ave, Brooklyn, NY 11229, USA","3575","Nostrand Avenue","Sheepshead Bay","Brooklyn","Kings County","New York","United States","11229",NA,NA,NA
"12/30/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","MANHATTAN",30,40.830610314,-73.94957461,"(40.830610314, -73.94957461)",82,"730 Riverside Dr, New York, NY 10031, USA","730","Riverside Drive","Upper Manhattan","Manhattan","New York County","New York","United States","10031",NA,"New York",NA
"06/10/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.838173866,-73.927353964,"(40.838173866, -73.927353964)",83,"1201-1211 University Ave, Bronx, NY 10452, USA","1201-1211","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"10/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.861760206,-73.838975642,"(40.861760206, -73.838975642)",84,"2425 Kingsland Ave, Bronx, NY 10469, USA","2425","Kingsland Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","6201",NA,NA
"02/16/2015","BURGLARY","FELONY","QUEENS",103,40.699374514,-73.801197434,"(40.699374514, -73.801197434)",85,"95-0-95-40 Tuckerton St, Jamaica, NY 11433, USA","95-0-95-40","Tuckerton Street","Jamaica","Queens","Queens County","New York","United States","11433",NA,NA,NA
"06/18/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","QUEENS",114,40.776239748,-73.912430387,"(40.776239748, -73.912430387)",86,"22-28 29th St, Long Island City, NY 11105, USA","22-28","29th Street","Long Island City","Queens","Queens County","New York","United States","11105",NA,NA,NA
"12/24/2015","GRAND LARCENY","FELONY","MANHATTAN",10,40.743689943,-74.007085558,"(40.743689943, -74.007085558)",87,"111 10th Ave, New York, NY 10011, USA","111","10th Avenue","Midtown","Manhattan","New York County","New York","United States","10011","4713","New York",NA
"11/23/2015","BURGLARY","FELONY","MANHATTAN",13,40.746319478,-73.994039447,"(40.746319478, -73.994039447)",88,"291 7th Ave, New York, NY 10001, USA","291","7th Avenue","Midtown","Manhattan","New York County","New York","United States","10001",NA,"New York",NA
"11/16/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",103,40.703432882,-73.808615025,"(40.703432882, -73.808615025)",89,"89-10 Sutphin Blvd, Jamaica, NY 11435, USA","89-10","Sutphin Boulevard","Jamaica","Queens","Queens County","New York","United States","11435",NA,NA,NA
"03/15/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",61,40.597740602,-73.935588009,"(40.597740602, -73.935588009)",90,"2239-2259 Bragg St, Brooklyn, NY 11229, USA","2239-2259","Bragg Street","Sheepshead Bay","Brooklyn","Kings County","New York","United States","11229","5401",NA,NA
"02/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",90,40.708434292,-73.95790521,"(40.708434292, -73.95790521)",91,"170 Marcy Ave, Brooklyn, NY 11211, USA","170","Marcy Avenue","Williamsburg","Brooklyn","Kings County","New York","United States","11211",NA,NA,NA
"08/26/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",24,40.798533058,-73.965256022,"(40.798533058, -73.965256022)",92,"123 W 104th St, New York, NY 10025, USA","123","West 104th Street","Upper West Side","Manhattan","New York County","New York","United States","10025",NA,"New York",NA
"05/15/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",84,40.699797262,-73.981669902,"(40.699797262, -73.981669902)",93,"227-259 Sands St, Brooklyn, NY 11201, USA","227-259","Sands Street",NA,"Brooklyn","Kings County","New York","United States","11201",NA,NA,NA
"08/31/2015","CRIMINAL TRESPASS","MISDEMEANOR","BROOKLYN",70,40.612815297,-73.960465111,"(40.612815297, -73.960465111)",94,"1315 Avenue O, Brooklyn, NY 11230, USA","1315","Avenue O","Midwood","Brooklyn","Kings County","New York","United States","11230","6615",NA,NA
