"RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise"
"08/07/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",78,40.68336304,-73.974867134,"(40.68336304, -73.974867134)",4811,"625-643 Atlantic Ave, Brooklyn, NY 11217, USA","625-643","Atlantic Avenue",NA,"Brooklyn","Kings County","New York","United States","11217",NA,NA,NA
"02/14/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.890428643,-73.855637467,"(40.890428643, -73.855637467)",4812,"4125 Barnes Ave, Bronx, NY 10466, USA","4125","Barnes Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA,NA
"01/14/2015","HARRASSMENT 2","VIOLATION","STATEN ISLAND",120,40.633369067,-74.087734502,"(40.633369067, -74.087734502)",4813,"49 Oxford Pl, Staten Island, NY 10301, USA","49","Oxford Place","Tompkinsville","Staten Island","Richmond County","New York","United States","10301","3007",NA,NA
"03/18/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.841163617,-73.912623215,"(40.841163617, -73.912623215)",4814,"1500 Grand Concourse, Bronx, NY 10457, USA","1500","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"01/14/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",73,40.668927716,-73.915891272,"(40.668927716, -73.915891272)",4815,"1563 Pitkin Ave, Brooklyn, NY 11212, USA","1563","Pitkin Avenue","Brownsville","Brooklyn","Kings County","New York","United States","11212",NA,NA,NA
"12/05/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",107,40.731725228,-73.806545661,"(40.731725228, -73.806545661)",4816,"161-46-161-94 Jewel Ave, Fresh Meadows, NY 11365, USA","161-46-161-94","Jewel Avenue","Fresh Meadows","Queens","Queens County","New York","United States","11365",NA,NA,NA
"07/07/2015","ROBBERY","FELONY","MANHATTAN",32,40.808096803,-73.952936665,"(40.808096803, -73.952936665)",4817,"Harriet Tubman Memorial Plaza, 2269 Frederick Douglass Blvd, New York, NY 10027, USA","2269","Frederick Douglass Boulevard","Upper Manhattan","Manhattan","New York County","New York","United States","10027",NA,"New York","Harriet Tubman Memorial Plaza"
"10/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",106,40.679774304,-73.838131552,"(40.679774304, -73.838131552)",4818,"101-21 Rockaway Blvd, Jamaica, NY 11417, USA","101-21","Rockaway Boulevard","Jamaica","Queens","Queens County","New York","United States","11417",NA,NA,NA
"07/25/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS",106,40.667106644,-73.810820785,"(40.667106644, -73.810820785)",4819,"129-1-129-99 NY-27, South Ozone Park, NY 11420, USA","129-1-129-99","North Conduit Avenue","South Ozone Park","Queens","Queens County","New York","United States","11420",NA,NA,NA
"02/16/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",9,40.725980641,-73.990801407,"(40.725980641, -73.990801407)",4820,"13-19 E 3rd St, New York, NY 10003, USA","13-19","East 3rd Street","East Village","Manhattan","New York County","New York","United States","10003",NA,"New York",NA
"01/06/2015","GRAND LARCENY","FELONY","BRONX",46,40.856463959,-73.903959795,"(40.856463959, -73.903959795)",4821,"2195 Walton Ave, Bronx, NY 10453, USA","2195","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"06/13/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",4822,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"03/27/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",19,40.785621173,-73.955343094,"(40.785621173, -73.955343094)",4823,"1320-1326 Madison Ave, New York, NY 10128, USA","1320-1326","Madison Avenue","Upper East Side","Manhattan","New York County","New York","United States","10128",NA,"New York",NA
"10/15/2015","DANGEROUS DRUGS","FELONY","BRONX",47,40.905231261,-73.847512755,"(40.905231261, -73.847512755)",4824,"4801 Barnes Ave, Bronx, NY 10470, USA","4801","Barnes Avenue","East Bronx","Bronx","Bronx County","New York","United States","10470","1207",NA,NA
"07/09/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",88,40.693547242,-73.980550122,"(40.693547242, -73.980550122)",4825,"173 Myrtle Ave, Brooklyn, NY 11201, USA","173","Myrtle Avenue","Downtown Brooklyn","Brooklyn","Kings County","New York","United States","11201",NA,NA,NA
"07/18/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",71,40.663447686,-73.958474269,"(40.663447686, -73.958474269)",4826,"103-115 Empire Blvd, Brooklyn, NY 11225, USA","103-115","Empire Boulevard","Crown Heights","Brooklyn","Kings County","New York","United States","11225","3317",NA,NA
"11/28/2015","ROBBERY","FELONY","QUEENS",113,40.695942438,-73.761596678,"(40.695942438, -73.761596678)",4827,"114-99 Farmers Blvd, St. Albans, NY 11412, USA","114-99","Farmers Boulevard","St. Albans","Queens","Queens County","New York","United States","11412",NA,NA,NA
"02/03/2015","GRAND LARCENY","FELONY","MANHATTAN",24,40.794659285,-73.971787782,"(40.794659285, -73.971787782)",4828,"252 W 96th St, New York, NY 10025, USA","252","West 96th Street","Upper West Side","Manhattan","New York County","New York","United States","10025",NA,"New York",NA
"01/10/2015","FORGERY","FELONY","MANHATTAN",25,40.804384046,-73.937421669,"(40.804384046, -73.937421669)",4829,"140 Dr Martin Luther King Jr Blvd, New York, NY 10035, USA","140","Doctor Martin Luther King Junior Boulevard","Upper Manhattan","Manhattan","New York County","New York","United States","10035","1722","New York",NA
"07/27/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",28,40.803848397,-73.953998008,"(40.803848397, -73.953998008)",4830,"230-232 W 116th St, New York, NY 10026, USA","230-232","West 116th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10026",NA,"New York",NA
"02/14/2015","DANGEROUS DRUGS","MISDEMEANOR","STATEN ISLAND",121,40.633494624,-74.131631933,"(40.633494624, -74.131631933)",4831,"21 Anderson Ave, Staten Island, NY 10302, USA","21","Anderson Avenue","Elm Park","Staten Island","Richmond County","New York","United States","10302","1802",NA,NA
"05/12/2015","THEFT-FRAUD","FELONY","BRONX",49,40.855938007,-73.850716519,"(40.855938007, -73.850716519)",4832,"1225-1269 Neill Ave, Bronx, NY 10461, USA","1225-1269","Neill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA,NA
"03/01/2015","FELONY ASSAULT","FELONY","BROOKLYN",75,40.667357644,-73.892722305,"(40.667357644, -73.892722305)",4833,"489-491 Vermont St, Brooklyn, NY 11207, USA","489-491","Vermont Street","East New York","Brooklyn","Kings County","New York","United States","11207","4813",NA,NA
"03/06/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",110,40.737738772,-73.866288599,"(40.737738772, -73.866288599)",4834,"55-13-55-15 Junction Blvd, Elmhurst, NY 11373, USA","55-13-55-15","Junction Boulevard","Elmhurst","Queens","Queens County","New York","United States","11373",NA,NA,NA
"07/28/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.81749421,-73.910378213,"(40.81749421, -73.910378213)",4835,"669-675 Eagle Ave, Bronx, NY 10455, USA","669-675","Eagle Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"01/25/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",114,40.761086107,-73.908992157,"(40.761086107, -73.908992157)",4836,"47-12 30th Ave, Long Island City, NY 11103, USA","47-12","30th Avenue","Long Island City","Queens","Queens County","New York","United States","11103",NA,NA,NA
"08/21/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",7,40.71256428,-73.991120686,"(40.71256428, -73.991120686)",4837,"174-194 Madison St, New York, NY 10002, USA","174-194","Madison Street","Lower Manhattan","Manhattan","New York County","New York","United States","10002",NA,"New York",NA
"09/24/2015","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND",121,40.628684193,-74.170426095,"(40.628684193, -74.170426095)",4838,"38 Kinsey Pl, Staten Island, NY 10303, USA","38","Kinsey Place","Bloomfield","Staten Island","Richmond County","New York","United States","10303","1427",NA,NA
"10/07/2015","FELONY ASSAULT","FELONY","MANHATTAN",32,40.810917631,-73.945041437,"(40.810917631, -73.945041437)",4839,"134-136 W 129th St, New York, NY 10027, USA","134-136","West 129th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10027",NA,"New York",NA
"09/10/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",24,40.798193324,-73.967351028,"(40.798193324, -73.967351028)",4840,"870 Amsterdam Ave, New York, NY 10025, USA","870","Amsterdam Avenue","Upper West Side","Manhattan","New York County","New York","United States","10025",NA,"New York",NA
"01/24/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",75,40.675435324,-73.889605296,"(40.675435324, -73.889605296)",4841,"551 Liberty Ave, Brooklyn, NY 11207, USA","551","Liberty Avenue","East New York","Brooklyn","Kings County","New York","United States","11207",NA,NA,NA
"08/02/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",111,40.760157187,-73.767423955,"(40.760157187, -73.767423955)",4842,"45-1-45-13 215th St, Bayside, NY 11361, USA","45-1-45-13","215th Street","Bayside","Queens","Queens County","New York","United States","11361",NA,NA,NA
"04/17/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",79,40.687307806,-73.95095581,"(40.687307806, -73.95095581)",4843,"321 Nostrand Ave, Brooklyn, NY 11216, USA","321","Nostrand Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11216","1272",NA,NA
"03/27/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.814615472,-73.856538901,"(40.814615472, -73.856538901)",4844,"400-456 White Plains Rd, Bronx, NY 10473, USA","400-456","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10473","2436",NA,NA
"04/25/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",113,40.671761602,-73.791643747,"(40.671761602, -73.791643747)",4845,"146-9-146-11 Sutter Ave, South Ozone Park, NY 11436, USA","146-9-146-11","Sutter Avenue","South Ozone Park","Queens","Queens County","New York","United States","11436",NA,NA,NA
"08/08/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.841442835,-73.854731812,"(40.841442835, -73.854731812)",4846,"1722-1734 Purdy St, Bronx, NY 10462, USA","1722-1734","Purdy Street","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"06/09/2015","GRAND LARCENY","FELONY","BROOKLYN",79,40.690060324,-73.949825134,"(40.690060324, -73.949825134)",4847,"601-657 Lafayette Ave, Brooklyn, NY 11216, USA","601-657","Lafayette Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11216",NA,NA,NA
"08/20/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",44,40.82681201,-73.920923807,"(40.82681201, -73.920923807)",4848,"895 Sheridan Ave, Bronx, NY 10451, USA","895","Sheridan Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"12/06/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",66,40.634475522,-73.992701943,"(40.634475522, -73.992701943)",4849,"4999 13th Ave, Brooklyn, NY 11219, USA","4999","13th Avenue","Borough Park","Brooklyn","Kings County","New York","United States","11219","3135",NA,NA
"07/14/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",101,40.608302798,-73.748184276,"(40.608302798, -73.748184276)",4850,"12-60 Central Ave, Far Rockaway, NY 11691, USA","12-60","Central Avenue","Far Rockaway","Queens","Queens County","New York","United States","11691",NA,NA,NA
"04/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.883744516,-73.830796286,"(40.883744516, -73.830796286)",4851,"3510 Steenwick Ave, Bronx, NY 10475, USA","3510","Steenwick Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","1411",NA,NA
"09/23/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",9,40.732957494,-73.98743396,"(40.732957494, -73.98743396)",4852,"110-114 3rd Ave, New York, NY 10003, USA","110-114","3rd Avenue","Lower Manhattan","Manhattan","New York County","New York","United States","10003",NA,"New York",NA
"07/17/2015","GRAND LARCENY","FELONY","BROOKLYN",68,40.624205746,-74.040794536,"(40.624205746, -74.040794536)",4853,"8701 Shore Rd, Brooklyn, NY 11209, USA","8701","Shore Road","Bay Ridge","Brooklyn","Kings County","New York","United States","11209",NA,NA,NA
"03/02/2015","GRAND LARCENY","FELONY","QUEENS",108,40.753668041,-73.903458314,"(40.753668041, -73.903458314)",4854,"57-2 Northern Blvd, Woodside, NY 11377, USA","57-2","Northern Boulevard","Woodside","Queens","Queens County","New York","United States","11377",NA,NA,NA
"04/08/2015","GRAND LARCENY","FELONY","MANHATTAN",9,40.723588965,-73.982305535,"(40.723588965, -73.982305535)",4855,"55-69 Avenue B, New York, NY 10009, USA","55-69","Avenue B","Lower Manhattan","Manhattan","New York County","New York","United States","10009",NA,"New York",NA
"02/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",88,40.693497594,-73.979169,"(40.693497594, -73.979169)",4856,"236 Myrtle Ave, Brooklyn, NY 11201, USA","236","Myrtle Avenue","Downtown Brooklyn","Brooklyn","Kings County","New York","United States","11201",NA,NA,NA
"02/15/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","MANHATTAN",24,40.796254368,-73.973455697,"(40.796254368, -73.973455697)",4857,"309 W 97th St, New York, NY 10025, USA","309","West 97th Street","Upper West Side","Manhattan","New York County","New York","United States","10025",NA,"New York",NA
"08/23/2015","ROBBERY","FELONY","BROOKLYN",70,40.646751477,-73.959317085,"(40.646751477, -73.959317085)",4858,"305-311 E 21st St, Brooklyn, NY 11226, USA","305-311","East 21st Street","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States","11226",NA,NA,NA
"09/21/2015","DANGEROUS WEAPONS","FELONY","BROOKLYN",67,40.647257924,-73.955695156,"(40.647257924, -73.955695156)",4859,"2315 Bedford Ave, Brooklyn, NY 11226, USA","2315","Bedford Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States","11226","5003",NA,NA
"06/18/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",90,40.715902528,-73.925001789,"(40.715902528, -73.925001789)",4860,"1301 Grand St, Brooklyn, NY 11211, USA","1301","Grand Street","East Williamsburg","Brooklyn","Kings County","New York","United States","11211","1802",NA,NA
"03/05/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",106,40.68928512,-73.809549891,"(40.68928512, -73.809549891)",4861,"10570 Van Wyck Expy, Jamaica, NY 11419, USA","10570","Van Wyck Expressway","Jamaica","Queens","Queens County","New York","United States","11419",NA,NA,NA
"10/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.820121685,-73.817868265,"(40.820121685, -73.817868265)",4862,"4011-4017 E Tremont Ave, Bronx, NY 10465, USA","4011-4017","East Tremont Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"12/25/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",71,40.667415281,-73.954874317,"(40.667415281, -73.954874317)",4863,"1053-1055 Carroll St, Brooklyn, NY 11225, USA","1053-1055","Carroll Street","Crown Heights","Brooklyn","Kings County","New York","United States","11225",NA,NA,NA
"01/09/2015","ROBBERY","FELONY","BROOKLYN",70,40.63662455,-73.955507652,"(40.63662455, -73.955507652)",4864,"546 E 23rd St, Brooklyn, NY 11210, USA","546","East 23rd Street","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States","11210","1126",NA,NA
"07/18/2015","MISCELLANEOUS PENAL LAW","FELONY","MANHATTAN",14,40.756266207,-73.990501248,"(40.756266207, -73.990501248)",4865,"619-623 8th Ave, New York, NY 10018, USA","619-623","8th Avenue","Midtown","Manhattan","New York County","New York","United States","10018",NA,"New York",NA
"10/13/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",79,40.690413026,-73.946767036,"(40.690413026, -73.946767036)",4866,"677-679 Lafayette Ave, Brooklyn, NY 11216, USA","677-679","Lafayette Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11216",NA,NA,NA
"07/15/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",115,40.76306481,-73.868865744,"(40.76306481, -73.868865744)",4867,"100-16-100-18 27th Ave, East Elmhurst, NY 11369, USA","100-16-100-18","27th Avenue","East Elmhurst","Queens","Queens County","New York","United States","11369","1651",NA,NA
"04/12/2015","GRAND LARCENY","FELONY","MANHATTAN",9,40.731346117,-73.985677096,"(40.731346117, -73.985677096)",4868,"201 2nd Ave, New York, NY 10003, USA","201","2nd Avenue","Lower Manhattan","Manhattan","New York County","New York","United States","10003",NA,"New York",NA
"06/28/2015","GRAND LARCENY","FELONY","MANHATTAN",18,40.759249361,-73.986634875,"(40.759249361, -73.986634875)",4869,"223-227 W 46th St, New York, NY 10036, USA","223-227","West 46th Street","Midtown","Manhattan","New York County","New York","United States","10036",NA,"New York",NA
"04/28/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",104,40.704052678,-73.87903363,"(40.704052678, -73.87903363)",4870,"71-32-71-34 72nd St, Glendale, NY 11385, USA","71-32-71-34","72nd Street","Glendale","Queens","Queens County","New York","United States","11385",NA,NA,NA
"12/13/2015","MISCELLANEOUS PENAL LAW","FELONY","MANHATTAN",19,40.784051167,-73.948707117,"(40.784051167, -73.948707117)",4871,"225-235 E 95th St, New York, NY 10128, USA","225-235","East 95th Street","Yorkville","Manhattan","New York County","New York","United States","10128",NA,"New York",NA
"09/08/2015","HARRASSMENT 2","VIOLATION","QUEENS",104,40.703415306,-73.904706852,"(40.703415306, -73.904706852)",4872,"18-67-18-69 Madison St, Ridgewood, NY 11385, USA","18-67-18-69","Madison Street","Ridgewood","Queens","Queens County","New York","United States","11385",NA,NA,NA
"09/24/2015","GRAND LARCENY","FELONY","QUEENS",109,40.781662782,-73.834439086,"(40.781662782, -73.834439086)",4873,"139-21-139-31 20th Ave, College Point, NY 11356, USA","139-21-139-31","20th Avenue","College Point","Queens","Queens County","New York","United States","11356",NA,NA,NA
"12/31/2015","GRAND LARCENY","FELONY","MANHATTAN",18,40.757606656,-73.977885604,"(40.757606656, -73.977885604)",4874,"600-604 5th Ave, New York, NY 10020, USA","600-604","5th Avenue","Midtown","Manhattan","New York County","New York","United States","10020",NA,"New York",NA
"06/10/2015","GRAND LARCENY","FELONY","MANHATTAN",24,40.797576424,-73.969785643,"(40.797576424, -73.969785643)",4875,"2649 Broadway, New York, NY 10025, USA","2649","Broadway","Upper West Side","Manhattan","New York County","New York","United States","10025",NA,"New York",NA
"06/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",102,40.692426206,-73.859996764,"(40.692426206, -73.859996764)",4876,"8427-8429 Jamaica Ave, Woodhaven, NY 11421, USA","8427-8429","Jamaica Avenue","Woodhaven","Queens","Queens County","New York","United States","11421",NA,NA,NA
"02/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",32,40.810664353,-73.943463007,"(40.810664353, -73.943463007)",4877,"381 Lenox Ave, New York, NY 10027, USA","381","Lenox Avenue","Upper Manhattan","Manhattan","New York County","New York","United States","10027",NA,"New York",NA
"05/05/2015","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","BROOKLYN",62,40.591890163,-73.995021791,"(40.591890163, -73.995021791)",4878,"1800 Shore Pkwy, Brooklyn, NY 11214, USA","1800","Shore Parkway","Gravesend","Brooklyn","Kings County","New York","United States","11214",NA,NA,NA
"03/05/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",13,40.746028438,-73.992393794,"(40.746028438, -73.992393794)",4879,"127 W 27th St, New York, NY 10001, USA","127","West 27th Street","Midtown","Manhattan","New York County","New York","United States","10001",NA,"New York",NA
"06/08/2015","GRAND LARCENY","FELONY","BROOKLYN",60,40.575325782,-73.976750841,"(40.575325782, -73.976750841)",4880,"800-818 Surf Ave, Brooklyn, NY 11224, USA","800-818","Surf Avenue","Coney Island","Brooklyn","Kings County","New York","United States","11224",NA,NA,NA
"04/01/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",63,40.617332532,-73.934827095,"(40.617332532, -73.934827095)",4881,"1639-1641 Kimball St, Brooklyn, NY 11234, USA","1639-1641","Kimball Street","Marine Park","Brooklyn","Kings County","New York","United States","11234","4301",NA,NA
"07/13/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",9,40.734645797,-73.99033113,"(40.734645797, -73.99033113)",4882,"101 E 14th St, New York, NY 10003, USA","101","East 14th Street","Lower Manhattan","Manhattan","New York County","New York","United States","10003",NA,"New York",NA
"11/13/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",101,40.596011813,-73.742116381,"(40.596011813, -73.742116381)",4883,"7-0-7-68 Seagirt Ave, Far Rockaway, NY 11691, USA","7-0-7-68","Seagirt Avenue","Far Rockaway","Queens","Queens County","New York","United States","11691",NA,NA,NA
"07/11/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",18,40.761308306,-73.990540236,"(40.761308306, -73.990540236)",4884,"670-672 9th Ave, New York, NY 10036, USA","670-672","9th Avenue","Midtown","Manhattan","New York County","New York","United States","10036",NA,"New York",NA
"06/11/2015","DANGEROUS DRUGS","FELONY","MANHATTAN",32,40.813739163,-73.944952405,"(40.813739163, -73.944952405)",4885,"2254 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA","2254","Adam Clayton Powell Junior Boulevard","Upper Manhattan","Manhattan","New York County","New York","United States","10027",NA,"New York",NA
"04/28/2015","DANGEROUS DRUGS","MISDEMEANOR","QUEENS",113,40.691827132,-73.787783904,"(40.691827132, -73.787783904)",4886,"110-89 Guy R Brewer Blvd, Jamaica, NY 11433, USA","110-89","Guy R Brewer Boulevard","Jamaica","Queens","Queens County","New York","United States","11433","3246",NA,NA
"04/02/2015","THEFT-FRAUD","FELONY","BROOKLYN",79,40.681419607,-73.943525705,"(40.681419607, -73.943525705)",4887,"456 Tompkins Ave, Brooklyn, NY 11216, USA","456","Tompkins Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11216","2305",NA,NA
"01/26/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","STATEN ISLAND",122,40.564714891,-74.127209812,"(40.564714891, -74.127209812)",4888,"105 Guyon Ave, Staten Island, NY 10306, USA","105","Guyon Avenue","Richmond","Staten Island","Richmond County","New York","United States","10306","2018",NA,NA
"10/08/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",14,40.756916248,-73.98596397,"(40.756916248, -73.98596397)",4889,"1501-1503 Broadway, New York, NY 10036, USA","1501-1503","Broadway","Midtown","Manhattan","New York County","New York","United States","10036",NA,"New York",NA
"12/10/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",46,40.85590689,-73.897695962,"(40.85590689, -73.897695962)",4890,"2242 Tiebout Ave, Bronx, NY 10457, USA","2242","Tiebout Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"11/21/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","MANHATTAN",13,40.745671404,-73.98962218,"(40.745671404, -73.98962218)",4891,"39-41 W 28th St, New York, NY 10001, USA","39-41","West 28th Street","Midtown","Manhattan","New York County","New York","United States","10001",NA,"New York",NA
"04/29/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",110,40.736760557,-73.877660776,"(40.736760557, -73.877660776)",4892,"87-22 Grand Ave, Queens, NY 11373, USA","87-22","Grand Avenue","Elmhurst","Queens","Queens County","New York","United States","11373",NA,NA,NA
"04/14/2015","THEFT-FRAUD","FELONY","MANHATTAN",10,40.744030504,-74.001271759,"(40.744030504, -74.001271759)",4893,"335B W 20th St, New York, NY 10011, USA","335B","West 20th Street","Midtown","Manhattan","New York County","New York","United States","10011",NA,"New York",NA
