"RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise"
"03/06/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.831494004,-73.862056588,"(40.831494004, -73.862056588)",9610,"1236-1238 White Plains Rd, Bronx, NY 10472, USA","1236-1238","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10472","4904",NA,NA
"06/08/2015","GRAND LARCENY","FELONY","BROOKLYN",67,40.643801287,-73.922733401,"(40.643801287, -73.922733401)",9611,"475 E 57th St, Brooklyn, NY 11203, USA","475","East 57th Street","East Flatbush","Brooklyn","Kings County","New York","United States","11203","6010",NA,NA
"07/07/2015","DANGEROUS WEAPONS","MISDEMEANOR","BROOKLYN",60,40.577554151,-73.997884731,"(40.577554151, -73.997884731)",9612,"3112 Bayview Ave, Brooklyn, NY 11224, USA","3112","Bayview Avenue","Coney Island","Brooklyn","Kings County","New York","United States","11224",NA,NA,NA
"02/11/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN",30,40.822477116,-73.954733041,"(40.822477116, -73.954733041)",9613,"617 W 138th St, New York, NY 10031, USA","617","West 138th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10031","7639","New York",NA
"03/20/2015","DANGEROUS WEAPONS","MISDEMEANOR","MANHATTAN",24,40.794659285,-73.971787782,"(40.794659285, -73.971787782)",9614,"252 W 96th St, New York, NY 10025, USA","252","West 96th Street","Upper West Side","Manhattan","New York County","New York","United States","10025",NA,"New York",NA
"11/06/2015","FELONY ASSAULT","FELONY","BRONX",48,40.854410101,-73.882331632,"(40.854410101, -73.882331632)",9615,"2422 Prospect Ave, Bronx, NY 10458, USA","2422","Prospect Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"05/20/2015","FRAUDS","MISDEMEANOR","BROOKLYN",67,40.652727946,-73.948321553,"(40.652727946, -73.948321553)",9616,"287-305 Linden Blvd, Brooklyn, NY 11226, USA","287-305","Linden Boulevard","East Flatbush","Brooklyn","Kings County","New York","United States","11226","3501",NA,NA
"01/29/2015","CRIMINAL TRESPASS","MISDEMEANOR","QUEENS",105,40.723063324,-73.737519175,"(40.723063324, -73.737519175)",9617,"92-64-92-66 Springfield Blvd, Queens Village, NY 11428, USA","92-64-92-66","Springfield Boulevard","Queens Village","Queens","Queens County","New York","United States","11428",NA,NA,NA
"03/05/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BROOKLYN",84,40.70244945,-73.987162002,"(40.70244945, -73.987162002)",9618,"143-145 Front St, Brooklyn, NY 11201, USA","143-145","Front Street","Dumbo","Brooklyn","Kings County","New York","United States","11201","1154",NA,NA
"01/31/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",112,40.73333777,-73.856215947,"(40.73333777, -73.856215947)",9619,"99-30 63rd Ave, Rego Park, NY 11374, USA","99-30","63rd Avenue","Rego Park","Queens","Queens County","New York","United States","11374",NA,NA,NA
"07/18/2015","GRAND LARCENY","FELONY","MANHATTAN",14,40.75012867,-73.987531779,"(40.75012867, -73.987531779)",9620,"925-959 6th Ave, New York, NY 10001, USA","925-959","6th Avenue","Midtown","Manhattan","New York County","New York","United States","10001",NA,"New York",NA
"04/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",113,40.698939967,-73.761708577,"(40.698939967, -73.761708577)",9621,"191-23-191-25 113th Rd, St. Albans, NY 11412, USA","191-23-191-25","113th Road","St. Albans","Queens","Queens County","New York","United States","11412","2419",NA,NA
"07/17/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",72,40.64489299,-74.021301578,"(40.64489299, -74.021301578)",9622,"5702-5718 2nd Ave, Brooklyn, NY 11220, USA","5702-5718","2nd Avenue","Sunset Park","Brooklyn","Kings County","New York","United States","11220","3313",NA,NA
"11/29/2015","GRAND LARCENY","FELONY","BRONX",40,40.819702045,-73.901603017,"(40.819702045, -73.901603017)",9623,"800-832 Prospect Ave, Bronx, NY 10459, USA","800-832","Prospect Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","3926",NA,NA
"05/16/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","MANHATTAN",1,40.721792328,-74.00642664,"(40.721792328, -74.00642664)",9624,"54 Varick St, New York, NY 10013, USA","54","Varick Street","Lower Manhattan","Manhattan","New York County","New York","United States","10013","2114","New York",NA
"07/18/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",77,40.676051596,-73.934611088,"(40.676051596, -73.934611088)",9625,"1605 Dean St, Brooklyn, NY 11213, USA","1605","Dean Street","Crown Heights","Brooklyn","Kings County","New York","United States","11213",NA,NA,NA
"01/11/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",84,40.685035279,-73.978158457,"(40.685035279, -73.978158457)",9626,"117-119 Flatbush Ave, Brooklyn, NY 11217, USA","117-119","Flatbush Avenue","Boerum Hill","Brooklyn","Kings County","New York","United States","11217",NA,NA,NA
"08/07/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",62,40.598251405,-73.982641227,"(40.598251405, -73.982641227)",9627,"1998 W 11th St, Brooklyn, NY 11223, USA","1998","West 11th Street","Gravesend","Brooklyn","Kings County","New York","United States","11223","2443",NA,NA
"05/10/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",14,40.756916248,-73.98596397,"(40.756916248, -73.98596397)",9628,"1501-1503 Broadway, New York, NY 10036, USA","1501-1503","Broadway","Midtown","Manhattan","New York County","New York","United States","10036",NA,"New York",NA
"06/07/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS",109,40.758948525,-73.827803251,"(40.758948525, -73.827803251)",9629,"1-99 41st Ave, Flushing, NY 11355, USA","1-99","41st Avenue","Flushing","Queens","Queens County","New York","United States","11355",NA,NA,NA
"01/09/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",81,40.68533768,-73.935517821,"(40.68533768, -73.935517821)",9630,"307 Lewis Ave, Brooklyn, NY 11221, USA","307","Lewis Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11221","1663",NA,NA
"08/07/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","QUEENS",113,40.679980738,-73.776233907,"(40.679980738, -73.776233907)",9631,"167-0-167-2 Baisley Blvd, Jamaica, NY 11434, USA","167-0-167-2","Baisley Boulevard","Jamaica","Queens","Queens County","New York","United States","11434",NA,NA,NA
"04/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN",17,40.755825694,-73.967837415,"(40.755825694, -73.967837415)",9632,"973 2nd Ave, New York, NY 10022, USA","973","2nd Avenue","Midtown","Manhattan","New York County","New York","United States","10022","6352","New York",NA
"09/18/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",20,40.782781892,-73.980542114,"(40.782781892, -73.980542114)",9633,"2182 Broadway, New York, NY 10024, USA","2182","Broadway","Upper West Side","Manhattan","New York County","New York","United States","10024",NA,"New York",NA
"08/24/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",23,40.789457728,-73.941743979,"(40.789457728, -73.941743979)",9634,"319-335 E 105th St, New York, NY 10029, USA","319-335","East 105th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10029",NA,"New York",NA
"09/26/2015","HARRASSMENT 2","VIOLATION","QUEENS",109,40.760737352,-73.825481168,"(40.760737352, -73.825481168)",9635,"142-5-142-41 Roosevelt Ave, Flushing, NY 11354, USA","142-5-142-41","Roosevelt Avenue","Flushing","Queens","Queens County","New York","United States","11354",NA,NA,NA
"04/30/2015","GRAND LARCENY","FELONY","MANHATTAN",7,40.717669485,-73.990470673,"(40.717669485, -73.990470673)",9636,"72-74 Orchard St, New York, NY 10002, USA","72-74","Orchard Street","Lower Manhattan","Manhattan","New York County","New York","United States","10002",NA,"New York",NA
"11/28/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","QUEENS",103,40.705131833,-73.811906707,"(40.705131833, -73.811906707)",9637,"8752 144th St, Briarwood, NY 11435, USA","8752","144th Street","Briarwood","Queens","Queens County","New York","United States","11435","3126",NA,NA
"02/23/2015","FRAUDS","MISDEMEANOR","QUEENS",108,40.745728698,-73.954344897,"(40.745728698, -73.954344897)",9638,"5-1-5-99 47th Ave, Long Island City, NY 11101, USA","5-1-5-99","47th Avenue","Long Island City","Queens","Queens County","New York","United States","11101",NA,NA,NA
"04/06/2015","GRAND LARCENY","FELONY","BROOKLYN",69,40.629570969,-73.902877666,"(40.629570969, -73.902877666)",9639,"1343 E 83rd St, Brooklyn, NY 11236, USA","1343","East 83rd Street","Canarsie","Brooklyn","Kings County","New York","United States","11236","5101",NA,NA
"10/04/2015","ROBBERY","FELONY","STATEN ISLAND",120,40.639351172,-74.086135351,"(40.639351172, -74.086135351)",9640,"225 Benziger Ave, Staten Island, NY 10301, USA","225","Benziger Avenue","St. George","Staten Island","Richmond County","New York","United States","10301","2332",NA,NA
"12/24/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","BRONX",50,40.880036986,-73.899354841,"(40.880036986, -73.899354841)",9641,"3380 Fort Independence St, Bronx, NY 10463, USA","3380","Fort Independence Street","West Bronx","Bronx","Bronx County","New York","United States","10463","4502",NA,NA
"01/31/2015","GRAND LARCENY","FELONY","MANHATTAN",32,40.822331386,-73.936689402,"(40.822331386, -73.936689402)",9642,"134-198 W 147th St, New York, NY 10039, USA","134-198","West 147th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10039",NA,"New York",NA
"08/24/2015","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN",84,40.694388072,-73.987196009,"(40.694388072, -73.987196009)",9643,"320-328 Jay St, Brooklyn, NY 11201, USA","320-328","Jay Street","Downtown Brooklyn","Brooklyn","Kings County","New York","United States","11201","2935",NA,NA
"03/08/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.816366145,-73.867626311,"(40.816366145, -73.867626311)",9644,"1689-1705 Randall Ave, Bronx, NY 10473, USA","1689-1705","Randall Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"12/10/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",83,40.694632638,-73.908826825,"(40.694632638, -73.908826825)",9645,"1351 Hancock St, Brooklyn, NY 11237, USA","1351","Hancock Street","Bushwick","Brooklyn","Kings County","New York","United States","11237",NA,NA,NA
"08/17/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","MANHATTAN",30,40.819509618,-73.953582535,"(40.819509618, -73.953582535)",9646,"517-519 W 135th St, New York, NY 10031, USA","517-519","West 135th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10031",NA,"New York",NA
"05/29/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",67,40.639483032,-73.945449264,"(40.639483032, -73.945449264)",9647,"1370 New York Ave, Brooklyn, NY 11226, USA","1370","New York Avenue","East Flatbush","Brooklyn","Kings County","New York","United States","11226",NA,NA,NA
"01/15/2015","GRAND LARCENY","FELONY","MANHATTAN",14,40.749395216,-73.982825614,"(40.749395216, -73.982825614)",9648,"7-9 E 36th St, New York, NY 10016, USA","7-9","East 36th Street","Midtown","Manhattan","New York County","New York","United States","10016",NA,"New York",NA
"09/20/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",70,40.645332699,-73.960103512,"(40.645332699, -73.960103512)",9649,"711 Ocean Ave, Brooklyn, NY 11226, USA","711","Ocean Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States","11226",NA,NA,NA
"09/16/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",90,40.707038926,-73.962901555,"(40.707038926, -73.962901555)",9650,"167-171 Clymer St, Brooklyn, NY 11211, USA","167-171","Clymer Street","Williamsburg","Brooklyn","Kings County","New York","United States","11211",NA,NA,NA
"04/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.837228619,-73.906784717,"(40.837228619, -73.906784717)",9651,"1402-1422 Webster Ave, Bronx, NY 10456, USA","1402-1422","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"08/09/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN",30,40.823655302,-73.943845803,"(40.823655302, -73.943845803)",9652,"231-241 Edgecombe Ave, New York, NY 10030, USA","231-241","Edgecombe Avenue","Upper Manhattan","Manhattan","New York County","New York","United States","10030",NA,"New York",NA
"11/24/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",88,40.689797334,-73.977518653,"(40.689797334, -73.977518653)",9653,"120 Dekalb Ave, Brooklyn, NY 11217, USA","120","Dekalb Avenue","Fort Greene","Brooklyn","Kings County","New York","United States","11217","1201",NA,NA
"09/30/2015","FELONY ASSAULT","FELONY","QUEENS",103,40.70338114,-73.779682663,"(40.70338114, -73.779682663)",9654,"178-1-178-99 106th Ave, Jamaica, NY 11433, USA","178-1-178-99","106th Avenue","Jamaica","Queens","Queens County","New York","United States","11433","1804",NA,NA
"10/25/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",41,40.823857936,-73.898876156,"(40.823857936, -73.898876156)",9655,"871 E 165th St, Bronx, NY 10459, USA","871","East 165th Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"10/26/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS",109,40.757874385,-73.808101254,"(40.757874385, -73.808101254)",9656,"44-0-44-70 158th St, Flushing, NY 11358, USA","44-0-44-70","158th Street","Flushing","Queens","Queens County","New York","United States","11358",NA,NA,NA
"01/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",66,40.635953441,-73.967833935,"(40.635953441, -73.967833935)",9657,"873 Coney Island Ave, Brooklyn, NY 11218, USA","873","Coney Island Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States","11218",NA,NA,NA
"02/10/2015","OFFENSES AGAINST THE PERSON","MISDEMEANOR","BROOKLYN",83,40.700897653,-73.922007239,"(40.700897653, -73.922007239)",9658,"345-347 Knickerbocker Ave, Brooklyn, NY 11237, USA","345-347","Knickerbocker Avenue","Bushwick","Brooklyn","Kings County","New York","United States","11237",NA,NA,NA
"08/01/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",79,40.688312615,-73.958498449,"(40.688312615, -73.958498449)",9659,"135 Clifton Pl, Brooklyn, NY 11238, USA","135","Clifton Place","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States","11238",NA,NA,NA
"06/15/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",63,40.630450783,-73.941590954,"(40.630450783, -73.941590954)",9660,"1746-1748 Brooklyn Ave, Brooklyn, NY 11210, USA","1746-1748","Brooklyn Avenue","Flatlands","Brooklyn","Kings County","New York","United States","11210","3429",NA,NA
"10/18/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",103,40.693476612,-73.799970912,"(40.693476612, -73.799970912)",9661,"107-45 Sutphin Blvd, Jamaica, NY 11435, USA","107-45","Sutphin Boulevard","Jamaica","Queens","Queens County","New York","United States","11435",NA,NA,NA
"01/14/2015","ROBBERY","FELONY","QUEENS",101,40.60657891,-73.755746558,"(40.60657891, -73.755746558)",9662,"22-29 Dix Ave, Far Rockaway, NY 11691, USA","22-29","Dix Avenue","Far Rockaway","Queens","Queens County","New York","United States","11691",NA,NA,NA
"05/20/2015","DANGEROUS DRUGS","FELONY","BRONX",40,40.817229031,-73.919240786,"(40.817229031, -73.919240786)",9663,"357 E 150th St, Bronx, NY 10455, USA","357","East 150th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"11/03/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.844073701,-73.867310948,"(40.844073701, -73.867310948)",9664,"1728 Unionport Rd, Bronx, NY 10462, USA","1728","Unionport Road","East Bronx","Bronx","Bronx County","New York","United States","10462","3445",NA,NA
"10/10/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",102,40.692045227,-73.817313003,"(40.692045227, -73.817313003)",9665,"129-22 101st Ave, Jamaica, NY 11419, USA","129-22","101st Avenue","Jamaica","Queens","Queens County","New York","United States","11419",NA,NA,NA
"11/28/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",103,40.703349972,-73.800204571,"(40.703349972, -73.800204571)",9666,"9050 Parsons Blvd, Jamaica, NY 11432, USA","9050","Parsons Boulevard","Jamaica","Queens","Queens County","New York","United States","11432",NA,NA,NA
"04/07/2015","BURGLARY","FELONY","BROOKLYN",68,40.616422994,-74.007889683,"(40.616422994, -74.007889683)",9667,"7910-7914 14th Ave, Brooklyn, NY 11228, USA","7910-7914","14th Avenue","Dyker Heights","Brooklyn","Kings County","New York","United States","11228","2706",NA,NA
"11/18/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.825225023,-73.916268224,"(40.825225023, -73.916268224)",9668,"3186-3198 Park Ave, Bronx, NY 10451, USA","3186-3198","Park Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451","4068",NA,NA
"07/26/2015","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN",88,40.695157203,-73.97433258,"(40.695157203, -73.97433258)",9669,"64-142 Cumberland Walk, Brooklyn, NY 11205, USA","64-142","Cumberland Walk","Fort Greene","Brooklyn","Kings County","New York","United States","11205",NA,NA,NA
"06/30/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",26,40.815959377,-73.957273615,"(40.815959377, -73.957273615)",9670,"552 W 126th St, New York, NY 10027, USA","552","West 126th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10027",NA,"New York",NA
"07/05/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",100,40.58996484,-73.809577511,"(40.58996484, -73.809577511)",9671,"83-44 Beach Channel Dr, Far Rockaway, NY 11693, USA","83-44","Beach Channel Drive","Far Rockaway","Queens","Queens County","New York","United States","11693",NA,NA,NA
"06/11/2015","HARRASSMENT 2","VIOLATION","QUEENS",109,40.762932981,-73.809768879,"(40.762932981, -73.809768879)",9672,"155-10-155-14 41st Ave, Flushing, NY 11354, USA","155-10-155-14","41st Avenue","Flushing","Queens","Queens County","New York","United States","11354",NA,NA,NA
"06/30/2015","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","BRONX",43,40.821235542,-73.87273267,"(40.821235542, -73.87273267)",9673,"875 Morrison Ave, Bronx, NY 10473, USA","875","Morrison Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"06/01/2015","GRAND LARCENY","FELONY","BROOKLYN",75,40.679860359,-73.881774326,"(40.679860359, -73.881774326)",9674,"199-201 Shepherd Ave, Brooklyn, NY 11208, USA","199-201","Shepherd Avenue","Cypress Hills","Brooklyn","Kings County","New York","United States","11208","1233",NA,NA
"02/12/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",73,40.666339253,-73.915703489,"(40.666339253, -73.915703489)",9675,"1953 Strauss St, Brooklyn, NY 11212, USA","1953","Strauss Street","Brownsville","Brooklyn","Kings County","New York","United States","11212","4522",NA,NA
"10/24/2015","FELONY ASSAULT","FELONY","BRONX",47,40.904870255,-73.850599375,"(40.904870255, -73.850599375)",9676,"4737 Richardson Ave, Bronx, NY 10470, USA","4737","Richardson Avenue","East Bronx","Bronx","Bronx County","New York","United States","10470","1022",NA,NA
"06/15/2015","BURGLARY","FELONY","BRONX",41,40.816087661,-73.895824354,"(40.816087661, -73.895824354)",9677,"1035-1059 Peace Officers Memorial Ln, Bronx, NY 10459, USA","1035-1059","Peace Officers Memorial Lane","West Bronx","Bronx","Bronx County","New York","United States","10459","5204",NA,NA
"04/17/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",110,40.73448548,-73.868012689,"(40.73448548, -73.868012689)",9678,"9259 59th Ave, Elmhurst, NY 11373, USA","9259","59th Avenue","Elmhurst","Queens","Queens County","New York","United States","11373","5018",NA,NA
"04/21/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",83,40.692355735,-73.921717929,"(40.692355735, -73.921717929)",9679,"68-76 Grove St, Brooklyn, NY 11221, USA","68-76","Grove Street","Bushwick","Brooklyn","Kings County","New York","United States","11221",NA,NA,NA
"03/22/2015","ROBBERY","FELONY","QUEENS",110,40.746836492,-73.858442435,"(40.746836492, -73.858442435)",9680,"104-37-104-41 46th Ave, Corona, NY 11368, USA","104-37-104-41","46th Avenue","Corona","Queens","Queens County","New York","United States","11368","2838",NA,NA
"05/18/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",23,40.794604263,-73.94781415,"(40.794604263, -73.94781415)",9681,"51-99 E 108th St, New York, NY 10029, USA","51-99","East 108th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10029",NA,"New York",NA
"08/26/2015","GRAND LARCENY","FELONY","MANHATTAN",14,40.756043535,-73.986949544,"(40.756043535, -73.986949544)",9682,"201 W 42nd St, New York, NY 10036, USA","201","West 42nd Street","Midtown","Manhattan","New York County","New York","United States","10036",NA,"New York",NA
"10/26/2015","HARRASSMENT 2","VIOLATION","QUEENS",114,40.766716197,-73.920991548,"(40.766716197, -73.920991548)",9683,"31-55-31-99 30th Ave, Astoria, NY 11102, USA","31-55-31-99","30th Avenue","Astoria","Queens","Queens County","New York","United States","11102",NA,NA,NA
"03/23/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",52,40.880071088,-73.885859046,"(40.880071088, -73.885859046)",9684,"20 W Mosholu Pkwy S, Bronx, NY 10468, USA","20","West Mosholu Parkway South","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"04/23/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",66,40.637659575,-74.005521366,"(40.637659575, -74.005521366)",9685,"839-841 55th St, Brooklyn, NY 11220, USA","839-841","55th Street","Sunset Park","Brooklyn","Kings County","New York","United States","11220","3212",NA,NA
"06/12/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",28,40.798483162,-73.949147471,"(40.798483162, -73.949147471)",9686,"21-25 W 112th St, New York, NY 10026, USA","21-25","West 112th Street","Upper Manhattan","Manhattan","New York County","New York","United States","10026",NA,"New York",NA
"07/01/2015","BURGLARY","FELONY","QUEENS",113,40.695943885,-73.746850727,"(40.695943885, -73.746850727)",9687,"205-21-205-35 Linden Blvd, St. Albans, NY 11412, USA","205-21-205-35","Linden Boulevard","St. Albans","Queens","Queens County","New York","United States","11412",NA,NA,NA
"09/25/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",9688,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"07/17/2015","HARRASSMENT 2","VIOLATION","QUEENS",103,40.704417662,-73.806617692,"(40.704417662, -73.806617692)",9689,"149-1-149-99 89th Ave, Jamaica, NY 11435, USA","149-1-149-99","89th Avenue","Jamaica","Queens","Queens County","New York","United States","11435",NA,NA,NA
"12/09/2015","GRAND LARCENY","FELONY","BRONX",40,40.81753656,-73.92769442,"(40.81753656, -73.92769442)",9690,"448 Grand Concourse, Bronx, NY 10451, USA","448","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"06/09/2015","GRAND LARCENY","FELONY","BROOKLYN",70,40.650152676,-73.96049344,"(40.650152676, -73.96049344)",9691,"2011-2015 Church Ave, Brooklyn, NY 11226, USA","2011-2015","Church Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States","11226","3801",NA,NA
"03/12/2015","HARRASSMENT 2","VIOLATION","QUEENS",114,40.76172322,-73.949861397,"(40.76172322, -73.949861397)",9692,"545 Main St, New York, NY 10044, USA","545","Main Street","Roosevelt Island","Manhattan","New York County","New York","United States","10044","0009","New York",NA
"10/09/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",88,40.695566151,-73.974235054,"(40.695566151, -73.974235054)",9693,"68-142 Cumberland Walk, Brooklyn, NY 11205, USA","68-142","Cumberland Walk","Fort Greene","Brooklyn","Kings County","New York","United States","11205",NA,NA,NA
