CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
260312557,12/31/2015,08:50:00,12/31/2015,09:00:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,STREET,,,997814,176684,40.651631256,-73.95111898,"(40.651631256, -73.95111898)"
980229242,12/31/2015,08:45:00,,,12/31/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,CHAIN STORE,,,996014,236126,40.814787465,-73.957501965,"(40.814787465, -73.957501965)"
863169966,12/31/2015,08:45:00,12/31/2015,08:57:00,12/31/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1016262,251110,40.855864023,-73.884281109,"(40.855864023, -73.884281109)"
623500387,12/31/2015,08:45:00,,,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,,GROCERY/BODEGA,,,1005817,235751,40.813739704,-73.92208815,"(40.813739704, -73.92208815)"
436213904,12/31/2015,08:41:00,12/31/2015,08:51:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,26,,STREET,,,996355,235615,40.813384453,-73.956270966,"(40.813384453, -73.956270966)"
801106730,12/31/2015,08:40:00,12/31/2015,08:45:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,,RESIDENCE - APT. HOUSE,,,1002974,182973,40.668883767,-73.932505719,"(40.668883767, -73.932505719)"
763246912,12/31/2015,08:30:00,,,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,STREET,,,987368,207722,40.736833222,-73.988750312,"(40.736833222, -73.988750312)"
450599177,12/31/2015,08:30:00,12/31/2015,08:40:00,12/31/2015,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,,,961580,163524,40.615491223,-74.08165623,"(40.615491223, -74.08165623)"
312635071,12/31/2015,08:20:00,12/31/2015,08:38:00,12/31/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,FOOD SUPERMARKET,,,996660,235154,40.812118713,-73.955169976,"(40.812118713, -73.955169976)"
491378689,12/31/2015,08:20:00,12/31/2015,08:30:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,960914,165939,40.622118165,-74.084063433,"(40.622118165, -74.084063433)"
323912235,12/31/2015,08:10:00,12/31/2015,09:00:00,12/31/2015,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1005834,245441,40.840335944,-73.921995564,"(40.840335944, -73.921995564)"
104356857,12/31/2015,08:04:00,12/31/2015,08:10:00,12/31/2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,,STREET,,,985035,162323,40.612223695,-73.997174097,"(40.612223695, -73.997174097)"
489595092,12/31/2015,08:00:00,12/31/2015,08:10:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007970,244619,40.838074314,-73.914278841,"(40.838074314, -73.914278841)"
948257899,12/31/2015,08:00:00,12/31/2015,08:35:00,12/31/2015,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1039385,188988,40.68524167,-73.801203512,"(40.68524167, -73.801203512)"
662150090,12/31/2015,08:00:00,12/31/2015,08:15:00,12/31/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,STATEN ISLAND,122,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SOUTH BEACH,962284,156714,40.596800942,-74.079098353,"(40.596800942, -74.079098353)"
296168974,12/31/2015,08:00:00,12/31/2015,14:30:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,OTHER,,,1001861,246956,40.844502992,-73.936350245,"(40.844502992, -73.936350245)"
930440880,12/31/2015,08:00:00,12/31/2015,08:15:00,12/31/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESTAURANT/DINER,,,986786,206841,40.73441528,-73.990850761,"(40.73441528, -73.990850761)"
394208890,12/31/2015,08:00:00,12/31/2015,17:30:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106,FRONT OF,STREET,,,1027869,187699,40.681767906,-73.842734508,"(40.681767906, -73.842734508)"
880833189,12/31/2015,08:00:00,12/31/2015,21:30:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,JACKSON,1007157,238626,40.821627397,-73.917237434,"(40.821627397, -73.917237434)"
150360408,12/31/2015,08:00:00,12/31/2015,15:30:00,12/31/2015,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE-HOUSE,,,1006954,216229,40.760154201,-73.918046587,"(40.760154201, -73.918046587)"
539862721,12/31/2015,07:50:00,12/31/2015,07:55:00,12/31/2015,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,OTHER,,,1003947,167105,40.625327435,-73.929044611,"(40.625327435, -73.929044611)"
670300417,12/31/2015,07:50:00,12/31/2015,08:00:00,12/31/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,CHAIN STORE,,,997868,240264,40.826142445,-73.950795674,"(40.826142445, -73.950795674)"
546195252,12/31/2015,07:50:00,12/31/2015,08:00:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005771,253980,40.863773113,-73.922195841,"(40.863773113, -73.922195841)"
880910024,12/31/2015,07:45:00,12/31/2015,08:01:00,12/31/2015,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,,TUNNEL,,,,,,,
955081611,12/31/2015,07:30:00,12/31/2015,08:00:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1013228,253750,40.863120505,-73.895237307,"(40.863120505, -73.895237307)"
388727717,12/31/2015,07:30:00,12/31/2015,07:45:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1014639,237106,40.817432856,-73.89021154,"(40.817432856, -73.89021154)"
564842989,12/31/2015,07:30:00,12/31/2015,08:00:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,23,FRONT OF,STREET,,,998704,226633,40.788727788,-73.947804311,"(40.788727788, -73.947804311)"
554924022,12/31/2015,07:30:00,12/31/2015,13:30:00,12/31/2015,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,PARKING LOT/GARAGE (PRIVATE),,,1007947,158836,40.602620947,-73.914663965,"(40.602620947, -73.914663965)"
970804151,12/31/2015,07:30:00,12/31/2015,11:50:00,12/31/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,STREET,,,947927,160338,40.606700863,-74.130815602,"(40.606700863, -74.130815602)"
826571215,12/31/2015,07:25:00,12/31/2015,07:30:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,RESIDENCE-HOUSE,,,996153,187214,40.680536156,-73.957086365,"(40.680536156, -73.957086365)"
214982189,12/31/2015,07:20:00,12/31/2015,07:30:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,68,FRONT OF,STREET,,,979076,165721,40.621549026,-74.018639296,"(40.621549026, -74.018639296)"
107090188,12/31/2015,07:10:00,12/31/2015,07:20:00,12/31/2015,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,INSIDE,GROCERY/BODEGA,,,1006496,187716,40.681894082,-73.919794069,"(40.681894082, -73.919794069)"
422977221,12/31/2015,07:00:00,,,12/31/2015,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1022004,261898,40.885451065,-73.863463571,"(40.885451065, -73.863463571)"
531254686,12/31/2015,07:00:00,12/31/2015,07:49:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE-HOUSE,,,1033645,236195,40.814846596,-73.821553187,"(40.814846596, -73.821553187)"
756706828,12/31/2015,07:00:00,12/31/2015,09:00:00,12/31/2015,107,BURGLARY,231,"BURGLARY,TRUCK DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,FRONT OF,STREET,,,988600,218831,40.7673241,-73.984297521,"(40.7673241, -73.984297521)"
803729966,12/31/2015,07:00:00,12/31/2015,19:45:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESTAURANT/DINER,,,975765,166862,40.62467828,-74.03056766,"(40.62467828, -74.03056766)"
106246859,12/31/2015,07:00:00,12/31/2015,07:15:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE-HOUSE,,,1029863,192364,40.694562189,-73.835513638,"(40.694562189, -73.835513638)"
405343993,12/31/2015,07:00:00,12/31/2015,07:10:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,STREET,,,1000504,191586,40.692529376,-73.941388727,"(40.692529376, -73.941388727)"
189371537,12/31/2015,07:00:00,12/31/2015,07:00:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,,VAN DYKE I,1011208,181004,40.66345806,-73.902831932,"(40.66345806, -73.902831932)"
616630227,12/31/2015,06:55:00,,,12/31/2015,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,DEPT OF CORRECTIONS,BRONX,44,INSIDE,PUBLIC BUILDING,,,1016268,227533,40.791151867,-73.884371919,"(40.791151867, -73.884371919)"
803015702,12/31/2015,06:45:00,12/31/2015,07:30:00,12/31/2015,107,BURGLARY,211,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,INSIDE,BAR/NIGHT CLUB,,,1007771,216314,40.760385368,-73.915097158,"(40.760385368, -73.915097158)"
654089445,12/31/2015,06:30:00,12/31/2015,21:50:00,12/31/2015,110,GRAND LARCENY OF MOTOR VEHICLE,451,"LARCENY,GRAND OF MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,,STREET,,,1021715,206962,40.734668414,-73.864815344,"(40.734668414, -73.864815344)"
846788659,12/31/2015,06:20:00,12/31/2015,08:00:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,HOTEL/MOTEL,,,988526,210902,40.745561049,-73.984569711,"(40.745561049, -73.984569711)"
360468177,12/31/2015,06:10:00,12/31/2015,06:10:00,12/31/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. TRANSIT POLICE,QUEENS,108,,TRANSIT - NYC SUBWAY,,,998837,211837,40.748116393,-73.947356124,"(40.748116393, -73.947356124)"
718645546,12/31/2015,06:00:00,12/31/2015,06:10:00,12/31/2015,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1010491,249156,40.850519914,-73.905150357,"(40.850519914, -73.905150357)"
508353970,12/31/2015,05:58:00,12/31/2015,05:58:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1016460,181212,40.664011426,-73.883900242,"(40.664011426, -73.883900242)"
490215158,12/31/2015,05:55:00,12/31/2015,06:28:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,649,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,,STREET,,,1013576,194624,40.700834315,-73.894237264,"(40.700834315, -73.894237264)"
876948164,12/31/2015,05:55:00,12/31/2015,06:00:00,12/31/2015,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
777852125,12/31/2015,05:40:00,12/31/2015,05:40:00,12/31/2015,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,RESIDENCE-HOUSE,,,1007551,166567,40.623841991,-73.91606336,"(40.623841991, -73.91606336)"
836744258,12/31/2015,05:30:00,12/31/2015,05:40:00,12/31/2015,114,ARSON,264,"ARSON, MOTOR VEHICLE 1 2 3 & 4",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,INSIDE,BAR/NIGHT CLUB,,,1008540,203533,40.725302645,-73.912367436,"(40.725302645, -73.912367436)"
862574124,12/31/2015,05:30:00,12/31/2015,06:00:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,,EASTCHESTER GARDENS,1024600,256714,40.871211121,-73.85410634,"(40.871211121, -73.85410634)"
581746996,12/31/2015,05:20:00,12/31/2015,06:00:00,12/31/2015,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1016361,187069,40.680087927,-73.884229186,"(40.680087927, -73.884229186)"
206936721,12/31/2015,05:18:00,12/31/2015,05:20:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,,STREET,,,1012228,211098,40.746055798,-73.899030338,"(40.746055798, -73.899030338)"
447338392,12/31/2015,05:18:00,12/31/2015,05:20:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,,STREET,,,1012228,211098,40.746055798,-73.899030338,"(40.746055798, -73.899030338)"
631458165,12/31/2015,05:11:00,12/31/2015,05:15:00,12/31/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,DRUG STORE,,,960317,156193,40.595365808,-74.086179432,"(40.595365808, -74.086179432)"
392622722,12/31/2015,05:07:00,12/31/2015,05:10:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1009018,252729,40.860330983,-73.910461479,"(40.860330983, -73.910461479)"
681808230,12/31/2015,05:00:00,12/31/2015,05:02:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,277,RECKLESS ENDANGERMENT OF PROPE,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,77,INSIDE,RESIDENCE - PUBLIC HOUSING,,WEEKSVILLE GARDENS,1002388,185584,40.676051596,-73.934611088,"(40.676051596, -73.934611088)"
693198461,12/31/2015,05:00:00,12/31/2015,05:25:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,,STREET,,,1022156,213559,40.752773634,-73.863186895,"(40.752773634, -73.863186895)"
699365726,12/31/2015,05:00:00,12/31/2015,05:25:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,,STREET,,,1022156,213559,40.752773634,-73.863186895,"(40.752773634, -73.863186895)"
973452455,12/31/2015,05:00:00,12/31/2015,05:25:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,,STREET,,,1022156,213559,40.752773634,-73.863186895,"(40.752773634, -73.863186895)"
784166644,12/31/2015,05:00:00,12/31/2015,05:10:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106,FRONT OF,STREET,,,1035390,182933,40.668646079,-73.815654014,"(40.668646079, -73.815654014)"
905560850,12/31/2015,05:00:00,12/31/2015,05:06:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1009018,252729,40.860330983,-73.910461479,"(40.860330983, -73.910461479)"
660263130,12/31/2015,05:00:00,12/31/2015,06:00:00,12/31/2015,107,BURGLARY,211,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESTAURANT/DINER,,,1026991,202268,40.721760625,-73.845807642,"(40.721760625, -73.845807642)"
116781047,12/31/2015,04:53:00,12/31/2015,05:20:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1009112,237714,40.819118929,-73.910177314,"(40.819118929, -73.910177314)"
181610978,12/31/2015,04:45:00,12/31/2015,04:50:00,12/31/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,,STREET,,,984520,164441,40.618037199,-73.999028894,"(40.618037199, -73.999028894)"
350577147,12/31/2015,04:45:00,12/31/2015,05:15:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,,,1002881,156718,40.596819564,-73.932913442,"(40.596819564, -73.932913442)"
976328478,12/31/2015,04:40:00,12/31/2015,04:45:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE - APT. HOUSE,,,1030569,194093,40.699304218,-73.832955805,"(40.699304218, -73.832955805)"
164244052,12/31/2015,04:30:00,12/31/2015,05:30:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,111,REAR OF,RESIDENCE - APT. HOUSE,,,1054290,211657,40.747357003,-73.747225591,"(40.747357003, -73.747225591)"
951385906,12/31/2015,04:30:00,12/31/2015,05:20:00,12/31/2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,GROCERY/BODEGA,,,1007163,191141,40.691293219,-73.917377572,"(40.691293219, -73.917377572)"
491268224,12/31/2015,04:23:00,12/31/2015,04:40:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,649,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,RESIDENCE - APT. HOUSE,,,986835,156315,40.595732614,-73.990693317,"(40.595732614, -73.990693317)"
185662463,12/31/2015,04:20:00,12/31/2015,04:30:00,12/31/2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",ATTEMPTED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,REAR OF,BANK,,,937098,148760,40.574870619,-74.169734432,"(40.574870619, -74.169734432)"
959316244,12/31/2015,04:15:00,12/31/2015,05:00:00,12/31/2015,109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,FRONT OF,STREET,,,989151,216116,40.759871835,-73.982310337,"(40.759871835, -73.982310337)"
268359680,12/31/2015,04:10:00,12/31/2015,04:14:00,12/31/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,,,988178,215166,40.757264814,-73.985823124,"(40.757264814, -73.985823124)"
531886901,12/31/2015,04:05:00,12/31/2015,04:20:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,FRONT OF,STREET,,,1027956,228063,40.792556498,-73.842158605,"(40.792556498, -73.842158605)"
595504712,12/31/2015,04:00:00,12/31/2015,04:45:00,12/31/2015,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,997910,220195,40.771058443,-73.950684739,"(40.771058443, -73.950684739)"
920196314,12/31/2015,04:00:00,12/31/2015,04:20:00,12/31/2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,68,,GROCERY/BODEGA,,,974804,163781,40.616220603,-74.034025238,"(40.616220603, -74.034025238)"
403801169,12/31/2015,04:00:00,12/31/2015,04:52:00,12/31/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1008596,231485,40.802023496,-73.912064166,"(40.802023496, -73.912064166)"
136160637,12/31/2015,04:00:00,12/31/2015,04:15:00,12/31/2015,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,FRONT OF,STREET,,,983621,211703,40.747760603,-74.002271534,"(40.747760603, -74.002271534)"
256076188,12/31/2015,04:00:00,12/31/2015,06:00:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE-HOUSE,,,1012886,249797,40.852271826,-73.896490625,"(40.852271826, -73.896490625)"
978121002,12/31/2015,04:00:00,12/31/2015,23:00:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,FRONT OF,STREET,,,983842,169869,40.632935918,-74.001471395,"(40.632935918, -74.001471395)"
122691337,12/31/2015,03:49:00,12/31/2015,04:00:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,204,"TRESPASS 1,CRIMINAL",COMPLETED,FELONY,N.Y. STATE POLICE,QUEENS,106,INSIDE,COMMERCIAL BUILDING,,,1031898,186190,40.677605279,-73.82821878,"(40.677605279, -73.82821878)"
190162234,12/31/2015,03:45:00,12/31/2015,04:02:00,12/31/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,INSIDE,BAR/NIGHT CLUB,,,1008435,218626,40.766729419,-73.912691986,"(40.766729419, -73.912691986)"
